query,poi_name,wikipedia-link,answer
Is this building open to the public? What are the hours?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,It is open 8-5
Is the building open at the weekends?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,Yes.
How large are the gardens surrounding the building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,They are 210 hectares or 520 acres
Who is that person on the sign?,Checkpoint Charlie,https://en.wikipedia.org/wiki/Checkpoint_Charlie,An army general 
For what is that small building in front,Checkpoint Charlie,https://en.wikipedia.org/wiki/Checkpoint_Charlie,U S ARMY CHECKPOINT
Can you tour this area and are their things to see. ,Checkpoint Charlie,https://en.wikipedia.org/wiki/Checkpoint_Charlie,Yes you can tour and there are things to see.
What city is this in?,Checkpoint Charlie,https://en.wikipedia.org/wiki/Checkpoint_Charlie,"It is in, Korea."
Will I be required to show my government-issued ID in order to pass the check-point? ,Checkpoint Charlie,https://en.wikipedia.org/wiki/Checkpoint_Charlie,"It is in Berlin, and since reunification, it no longer marks a border, so it is no longer a checkpoint."
What is the building with the lighted pillars?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",It is the Neue Kirche
What does this historical building represent?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","Called the ""New Church"" with a 5 sided floor plan"
Is parallel parking available here?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",Yes.
What hours is the building open to the public?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",It is open 8am to 5pm
Do they give tours?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",How old is the new church?
Can you book this venue for a wedding?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,no
What kind of events can you book here?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,"A1. You cannot book this venue for a wedding. A2. You can book the Sanssouci Palace Kitchen for receptions, concerts, readings and lectures and you can book the historic windmill in Sanssouci Park for receptions, concerts, readings, lectures, gala dinners and private parties. "
Does the fountain light up at nighttime?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,No.
Is the venue available for booking every day of the year?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,Yes the building is available for certain events 365 days a year.
What is the cost for booking gala dinners?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,Does it costs to go this fountain. 
Do you have to pay for parking to visit here? ,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Yes , you have to pay for parking. "
When was the elephant sculptures made?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The elephant sculptures were made in 1844.
Is this a cultural building?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"This is a zoo, open to the public."
How much does it cost to get in? Are there children's rates?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Adults	15,50 €	21.00 € Children  4 to 15 years inclusive	8,00 €	10,50 € Small families **  includes one parent and their own children or children living at the same postal address (4-15 years)	26,00 €	35,00 € Large families **  includes both parents (same-sex parents) and their own children or children living at the same postal address (4-15 years)	41.00 €	51,00 € Reduced *  Pupils, students, apprentices, ALG I + II recipients, berlinpass holders, severely disabled persons	10,50 €	15,50 €"
What are the zoo hours?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The Berlin Zoo is open from 9:00 - 6:30 in the summer; 9:00 to 6:00 in the Spring and Fall; and 9:00 to 4:30 in the winter.
What is the statue on top?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The Berlin Quadriga
Was it once possible to drive through this gate?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"no, it's pedestrian area only"
When was this built?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,It was built between 1788 and 1791
Is it well lit at night?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"Q1:what is on top of the building? A1:Berlin Quadriga Q2:can you drive through the gates? A2:No, people walking only Q3:It was built when? A3:Built during 1788 and 1791 Q4: Was there a lot of lights at night "
Are bicycles allowed to drive through it ?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"Yes, bicycles are allowed through."
How many stairs are there from the fountain to the yellow building?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,There are 132 steps leading from the plaza up to Sanssouci Palace.
What grows in the gardens?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,There are vineyards as well as a wide variety of decorative plants.
How to you get this the Sanssouci Palace? ,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,I have heard a man
How large is the fountain in the foreground of the palace?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,38 Meters high
When was the Sanssouci Palace built?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,It was built in 1747
Is this building avilable for tours? ,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"Yes, there are free tours available."
How old is this building?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,This building is 245 years old.
What is this building called?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,It is called the Gendarmenmarkt.
Is there free parking near by?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"No, the only parking is pay to park."
What is exactly in the Gendarmenmarkt?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,The Gendarmenmarkt is a square in Berlin and the site of an architectural ensemble including the Konzerthaus (concert hall) and the French and German Churches
What is the building to the left of the Radisson hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,The Berlin Cathedral Church.
Who is the architect?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"On 6 September 1750, the new baroque Calvinist Supreme Parish Church was inaugurated, built by Johann Boumann the Elder in 1747–1750."
What are the times of services at the Berlin Cathedral? ,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Services-Sundays and public holidays 10 am Communion Service and Children’s Service-Sundays and public holidays 6 pm Service with sermon and hymns-Saturdays 6 pm Vespers-Monday – Saturday noon Midday worship-Monday – Friday 6 pm Evening worship-On one Thursday evening a month (usually the second Thursday.
What amenities does the hotel have: pool; exercise room; shuttle service; etc.?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"Free internet, full service restaurant, room service, business centers, pool, fitness center, meeting and banquet facilities"
What shops are located directly in front of the hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,A variety of independent shops.
What is the name of this building,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Kaiser Wilhelm Memorial Church
Who is Kaiser Wilhelm? Why was this named after him?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The construction of the church was part of a Protestant church-building programme initiated by Kaiser Wilhelm II and his consort Augusta Victoria to counter the German labour movement and socialist movement by a return to traditional religious values. Wilhelm II decided to name the church in honor of his grandfather Kaiser Wilhelm I.
Is the tower building on the left part of the church?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,No
Is the church open to the public for sightseeing?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Yes
where is the parking area?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The nearest parking area is CONTIPARK Parkhaus Europa Center on Nurnberger Street.
What is that building with the pretty blue domes?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,This is the Berlin Cathedral.
When do they have services here?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,The service schedule is as follows:  Sundays and public holidays 10 am Communion Service (with simultaneous translation into English) and Children’s Service Sundays and public holidays 6 pm Service with sermon and hymns (Predigtgottesdienst) Saturdays 6 pm Vespers Monday – Saturday noon Midday worship Monday – Friday 6 pm Evening worship (Thursdays as Evensong in English and German).  On one Thursday evening a month (usually the second Thursday) Taizé – Worship
What year was the Berlin Cathedral built?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,The current building was finished in 1905
Are there any public events held in the courtyard in front of the Cathedral? ,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Yes
How long did it take to build the area?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,it took about 3 years to build.
What is the name of the building facing me in this picture?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,Alexanderplatz
Is this building a hotel?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,No
What is the yellow transportation vehicles?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,Trams
why are there no other cars besides the tram and police van on the road?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,It is not legal for other vehicles to be in this area. 
Can you connect to train or subway lines here?,Alexanderplatz,https://en.wikipedia.org/wiki/Alexanderplatz,"Yes, regional trains and bus lines are available nearby."
What type of car is the white one?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,That car is a hatchback.
Why are there no flowers here?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,No flowers have been planted in this area.
What is the building in the background?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,The building is Charlottenburg Palace.
How large is the building?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,The building is 20 acres. 
Does anyone live there?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"no one lives there, it is more of an attraction sight for visitors."
What city is this located in?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,"Teufelsberg is a man made hill in berlin, germany"
What is the name of the tall domed structure?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Teufelsberg dome is the name of the tall domed structure. 
What was the original purpose of this building?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Original research
What kind of research is the dome used for?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Some of the domes are former NSA listening station on the top of Teufelsberg
Are the domes inspired by UFO's?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,"No, they were designed to maximize sound signal detection."
What is that spire for?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,"It's the Berlin TV tower.  You can tour it, and it has a bar and restaurant."
How expensive is it to eat at the Berlin TV tower restaurant?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,"It depends on your budget. but for the normal person it is quite expensive. It has a breakfast ,lunch, and dinner menu."
Is it located in what used to be East Berlin or West Berlin?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,West Berlin
How old is that building?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,It is 113 years old
What is that building?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Supreme Parish and Collegiate Church
Can I bring my children here?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,Yes. Millions of visitors come to the Brandenburg Gate each year. 
Is it open 24/7?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"As a public landmark, the Brandenburg Gate is open to the public 24 hours a day, 7 days a week."
Is the landmark a popular tourist place?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"Yes, very much so."
When was it built?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,It was built in the 1730s.
What neighborhoods lie on each side of the gate?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"Both neighborhoods welcome visitors, so I will leave their names off my response for you to explore."
When was the building erected?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,it was first built around the 1890s.
Who created the building?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Kaiser Wilhelm II and his consort Augusta Victoria.
What is the main purpose of the building?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The building is used as a Protestant church affiliated with the Evangelical Church.
What are the newer buildings around it?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,A bell tower.  It hosts a third world fair-trade goods shop.
can you advise me of the hours of operation of the goods shop?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The shop hours are Sunday through Saturday 9 AM to 7 PM.
Are those elephant statues?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,There are elephant idols that have gone into curiosity. I'm also sure. 
What is this structure?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,A visitor center
Where is this located?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"The address of the Berlin Zoo is: Hardenbergplatz 8, 10787 Berlin.  Parking is located on Nürnberger Strasse."
What is the cost of the zoo and hours?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"the hours are every day 9:30 to 6:30 and the cost is 15,50 euros and 21 euros if you want to visit the aquarium also"
How big is the zoo?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The zoo is the largest in the country.
Can you visit the inside of this monument? ,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,Yes
How long is that building?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,JUST WAYS
How long did it take to build the monument?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,It took four years. 
When is it open for visitation?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"It is open from 10-6, except on Thursday, when it is open from 10-8.  It is closed on Mondays."
What is the closest parking to the monument?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"The nearest parking garage is located on Karl-Liebknecht-Straße, opposite the Berlin Cathedral. "
What are the hours of operation,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Monday-Friday 8-5
Is there an admission charge?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Yes there is 
Are there any special rules that guests need to obey?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,You have to sign a liability form upon entering the site.
What is the main purpose of the site?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,The hill was built to cover rubble.  The tower was built as a U.S. listening station during the Cold War.
Are the grounds landscaped?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,"The grounds are kept up, but not actually landscaped."
How long is the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,154 meters
Is there a toll? ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,No. there are no tolls for this bridge.
Is that a train or subway on top of this bridge. ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,It is the subway.
How long does it take to walk across?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,It would take around 4 hours to walk across.
Who design the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Santiago Calatrava and Otto Stahn designed this bridge.
Where is this located?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Hardenbergplatz 8, 10787 Berlin, Germany"
What is the name of this Arch?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The elephant gate.
When was this constructed?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,In 1844.
How many people visit the elephant gate in a year?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Over 10,000 visitors walk through this gate every year."
How tall is the elephant gate?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The elephant is 10 feet tall
What do the statues represent?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,They are decorative baroque pieces representing classical characters.
Does the palace hold any holiday festivals?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,Yes. 
When is the next festival?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,17 and 18 August 2018
Are pets allowed here?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,Pets are allowed on the exterior grounds but not inside the buildings.
Do they allow people to rent out any portion of this venue for private parties such as weddings or family reunions or any other reason besides festivals?,Sanssouci Palace,https://en.wikipedia.org/wiki/Sanssouci,Yes they allow people to rent portions of this venue for private parties.
Does this hotel have a parking garage?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"Yes, they have their own underground parking facility."
What is next to that hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,A shopping mall and an aquarium.
Is this an expensive hotel in the city. ,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"Q1: Does this hotel have a parking garage? A1: Yes, they have their own underground parking facility. Q2: What is next to that hotel? A2: A shopping mall and an aquarium. Q3: Is this an expensive hotel in the city.  A3: Yes. Radisson Blu is an upscale international chain of full service hotels and resorts brand for Radisson Hotels mostly outside the United States, including those in Europe, Africa, and Asia. These are operated by Carlson Rezidor Hotel Group. Around $250/night"
Is this is a five star hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Yes is a five star hotel.
Does the hotel have a swimming pool and fitness room?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"Yes, it does."
What is the name of the river the ferry is traveling on?,Spree River,https://en.wikipedia.org/wiki/Spree,perrie 
Where is this river located?,Spree River,https://en.wikipedia.org/wiki/Spree,Germany
Do the boat tours run year-round?,Spree River,https://en.wikipedia.org/wiki/Spree,"no, its more based on the season than year-round."
What does it cost for a boat ride?,Spree River,https://en.wikipedia.org/wiki/Spree,"The price varies by tour company, length, and whether it's a dinner tour.  The ""top seller"" charges $22 for a basic 2 1/2 hour city tour."
How long has this ferry been operating?,Spree River,https://en.wikipedia.org/wiki/Spree,it began operating around 1896. 
What is the speed limit?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,30km/h
Is this located in the business district?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,yes
Are there on street parking restrictions on this road?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,no
What is the tall building on the middle right?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,It is a large office building used by private companies. 
How do you like the scenery?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,The modern urban scenery is quite nice.
Have you ever been to that monument?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"No, I am virtual and therefore unable to visit monuments."
Is this building open to the public?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"Yes, the Altes Museum is open between the hours of 10am and 6pm every Tuesday through Sunday."
How many columns all together?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,There are 18 columns in front of the museum. 
Is there an admission cost to get in?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"Admission to get in is 10,00 EUR."
What does the writing on the top of the columns say?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,It says: “Studio antiquitatis omnigenae et artium liberalium”: they are dedicated to “the study of the arts and antiquities from all over the world.”
"What is inside the ornate elephant-guarded gate that we're near, and what hours are they open?",Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,Inside the ornate elephant-guarded gate is Germany's oldest zoological garden and home to the world's largest variety of species. Open from 9a-6:30p 
Is there a price for admission to the elephant gate?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Adult tickets cost €15,50 for the zoo and €21 for the zoo + aquarium. The children's prices for the same are €8 and €10,50."
Do they have an animal hospital here?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,No
When was the zoological gardens built?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,the Berlin Zoo opened in 1844.
Does the zoo have monkeys?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,"Yes, the zoo has monkeys."
How many statues are on this building?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),The New Palace contains 400 sandstone statues and figures. 
What material was used in the building of this structure ?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),Brick and stucco were used for this building.
Is this building open for public touring. ,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),no it is not
Is this building commercial or residential? ,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),It is used today by the University of Potsdam.
Are there restrooms available for public use?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),It is closed to the public.
Where does the tour boat on this river originate?,Spree River,https://en.wikipedia.org/wiki/Spree,Germany that's why it's called the Spree
How many people take the tour each day?,Spree River,https://en.wikipedia.org/wiki/Spree,Around 50 people take the tour.
What is the price of admission?,Spree River,https://en.wikipedia.org/wiki/Spree,$17.89
What is that building to the right?,Spree River,https://en.wikipedia.org/wiki/Spree,The building to the right is a hotel. 
Does the tour boat make stops off anywhere?,Spree River,https://en.wikipedia.org/wiki/Spree,at different parts of berlin
What is the building with the red carpet on the steps?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,the Konzerthaus
What do the red banners on the building announce?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,TWO
What was the main works near the Building?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,They were used by prussian workers. 
In what year was this building built ?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,It was built in 1773
Do you like the building? ,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Yes I like the building.
Do they offer tours here?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Yes tours are offered here
How large is the building? ,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,It is the largest palace in Berlin
How long does the tour take?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,Approximately 2-3 hours.
What is the historical building called?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,It is called Charlottenburg Palace.
Is this included as a stop in any city tours?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,No it is an independent tour
Can you get a guided tour here?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Yes you can
What is it currently used for?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,The Berlin Cathedral is used for many events and Sunday services
How old is this historical Cathedral?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,The Berlin Cathedral is 113 years old.
Are there any stories behind the cathedral?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,"The site has been associated with various religions over the centuries. The bombings in World War II blew out the windows and caused a fire, but it largely survived."
Has the cathedral been renovated? ,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Yes in 1975
What is that monument? ,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"The Memorial to the Murdered Jews of Europe, also known as the Holocaust memorial."
What are the 6 tall structures in the background?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,YES
What does that star on it mean?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,It is the Star of David. It symbolizes the jewish identity. 
What does the factory to the left produce?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Are their signs around it saying when it was dedicated? 
What is the significance of the slanted column with what looks like a stack of books falling off the top of it?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,It have a great structure for a beautiful design
What is that building with a round top? ,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,That is Teufelsberg.
Are they tearing the Teufelsburg down?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,"not really, it just has had no maintenance on it. "
Who owns the Teufelsberg?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Germany owns it.
What was the Teufelsberg used for?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,It was used as a listening station by the NSA.
When was this building built?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,It was built in 1963.
Is that a church?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"Yes, it is a Protestant church affiliated with the Evangelical Church in Berlin, Brandenburg and Silesian Upper Lusatia."
What are the times of the services?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,8-5
Is there parking nearby?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Yes
Where is the entrance?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The entrance hall is in the base of the damaged spire.
Is there a bell in the tower?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church," It contains a belfry with six bronze bells cast from French cannon, booty from the Franco-Prussian War of 1870–71"
What is the purpose of that building?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,it covers an under-construction Nazi military-technical college 
How old is this building?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,It is 53 years old.
how tall is the building?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,120M
What kind of equipment is housed in the domes?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Radio equipment used to be housed here but has since been removed.
Is the building still in use?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,How tall is the dome?
How much is a nightly rate at the Radisson? ,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,$40
Do they have any openings for tonight?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Yes they do have openings tonight but they are expensive.
Do they have off street parking?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,There does not appear to be any off street parking.
Is breakfast included?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Yes there is a delicious breakfast buffet included with a nightly stay at the hotel.
how expensive would it be to book a room for tonight?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,A standard room for tonight would start at 139 EUR.
What country is this?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,Germany
Is that a historical building?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"Yes, it was founded in 1830."
What is the name of this historical building?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,This is the Aletes Museum 
What is on display at this museum?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum, 4.   antique collection of Berlin state museums.
What are the public hours of the museum?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,The Public hours are from 10:00 am to 6:00 pm.
Are we turning right after those buildings?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,"Yes, you will turn right after in approximately 200 feet."
What is the name of the street we'll be turning on?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,Wallstreet
